Id,SalePrice
1461,118633.42015325218
1462,162220.71038236763
1463,189656.74718068715
1464,203191.1891643499
1465,205856.62366410485
1466,172440.85904338612
1467,182433.43670352182
1468,161875.62188185615
1469,191611.8201130723
1470,118171.91187383738
1471,174601.90694369317
1472,97152.7056064843
1473,98983.83592721159
1474,151095.21051109256
1475,123192.17831207694
1476,356815.7881700248
1477,254704.78064599805
1478,304095.5409897096
1479,286986.5541535872
1480,528234.2657710867
1481,319954.07495908777
1482,211717.6820725259
1483,181376.04738740606
1484,164323.61509474873
1485,187181.94256804968
1486,189688.03123790558
1487,324933.3479078692
1488,212444.1975282184
1489,202513.70904477293
1490,258249.8458151979
1491,194437.04621243224
1492,89719.75249594377
1493,185083.77753587128
1494,297482.2789322487
1495,288752.1999813607
1496,237514.16602128657
1497,173852.48479221168
1498,226480.02073085977
1499,157567.07871359738
1500,157078.8796608266
1501,182140.85546440148
1502,140577.40355361768
1503,308062.480746951
1504,243648.740976158
1505,232351.26109937692
1506,196026.63127149927
1507,255482.4882589044
1508,202241.57571200872
1509,161074.50774539728
1510,144573.2368898706
1511,204007.391305822
1512,177120.06519086246
1513,139269.91678097087
1514,159979.40855874564
1515,199384.05703836028
1516,148897.8967855194
1517,181841.13701952677
1518,128501.44350580325
1519,206051.4264627162
1520,132026.02271358052
1521,137882.04062119738
1522,183415.83179096816
1523,114033.13778745403
1524,126626.30447534096
1525,123386.45476631018
1526,104540.0676122098
1527,110253.34006068173
1528,133026.0737811676
1529,156076.91639782343
1530,193683.78263342983
1531,102479.0372104751
1532,83521.33137112603
1533,156003.99282980533
1534,97818.87872848078
1535,150303.66530397
1536,105975.91947980439
1537,60786.688576318076
1538,147044.7180021588
1539,210649.48311039203
1540,78310.30684429893
1541,148335.87994232908
1542,146188.69868108
1543,195383.543572599
1544,80174.69706566636
1545,117050.5464642703
1546,138228.06538956484
1547,138565.61284419513
1548,135250.3864085915
1549,116932.1753388327
1550,136700.91801827803
1551,103075.54981200027
1552,140149.15171794177
1553,150659.2875490813
1554,117441.20446188768
1555,166669.4313504911
1556,76844.275487643
1557,138044.08435441286
1558,107100.6418936133
1559,61343.082832216285
1560,123172.31378886223
1561,125851.8367154067
1562,138936.1872808405
1563,126677.67639094134
1564,153521.08775923058
1565,148816.03839577548
1566,240813.75114047734
1567,81693.96129516241
1568,228051.6217160687
1569,142121.0423688909
1570,137097.49382729508
1571,117011.05661492776
1572,139091.9525839116
1573,213772.27329878192
1574,117086.35648656124
1575,248293.59746456254
1576,228904.08112742295
1577,186629.96364386167
1578,154653.67798949018
1579,152068.3367969042
1580,189808.62921761945
1581,166830.40623082014
1582,127065.68978777665
1583,292899.0894648337
1584,212696.1238846552
1585,135115.94210722175
1586,93648.4475334071
1587,112615.64552710185
1588,150665.05792905268
1589,94891.75381521435
1590,128089.530733145
1591,95408.52286656592
1592,124073.00841748025
1593,119124.19849899544
1594,142811.91608185248
1595,109863.34878250789
1596,222005.19888439018
1597,209366.4974452624
1598,226805.54713838728
1599,184684.34423509333
1600,174607.74184499722
1601,67636.22991091567
1602,124147.25046067295
1603,58946.3678126706
1604,256816.1447333139
1605,230992.39095374435
1606,166812.45092059695
1607,223412.22353479013
1608,219069.86578133568
1609,181836.31078479288
1610,153333.69546463678
1611,145774.42872145493
1612,174224.78703875892
1613,170814.61059967935
1614,128748.4036789124
1615,90447.66362702005
1616,79087.4211115193
1617,91905.89899875512
1618,178254.62831394278
1619,141967.66842214626
1620,160696.3821539537
1621,138534.6244828054
1622,142429.8119934431
1623,252811.5514176615
1624,208319.38009464802
1625,118375.86275126108
1626,166171.11038091508
1627,188542.01461483765
1628,271269.96940709424
1629,178046.05886924802
1630,346998.282650845
1631,232672.12602022517
1632,247407.87555397445
1633,161284.77706676975
1634,182514.51090404784
1635,171236.6978542639
1636,151257.50878432626
1637,200907.37070666274
1638,180294.4332603609
1639,176950.6048141892
1640,234374.36264525197
1641,177674.68140002253
1642,256088.01821415962
1643,223749.70400481252
1644,238509.0976361981
1645,208374.59775773901
1646,159679.6449831851
1647,151997.25877244602
1648,130013.93333958283
1649,137672.9288374602
1650,110004.52973607878
1651,121907.55649088525
1652,99093.28304309014
1653,100130.0400644259
1654,144549.96680426726
1655,134665.43070887946
1656,142148.90358170736
1657,149809.58584363118
1658,142942.6491593249
1659,128743.85639297188
1660,154350.62074485
1661,476044.3777394324
1662,395832.75105295394
1663,380907.4269812196
1664,581156.1463744937
1665,309990.30618496507
1666,300398.7568015871
1667,389553.2340888279
1668,324264.09625083633
1669,291198.0808740902
1670,342495.4642703196
1671,264874.2447185335
1672,419369.5296704713
1673,290229.07494116895
1674,237587.788700609
1675,196997.7748320542
1676,200016.54832660127
1677,226244.14925407775
1678,473177.21033331344
1679,396350.7136379033
1680,327921.8878963316
1681,246375.33398779196
1682,309202.36498560227
1683,184447.98080537093
1684,171161.86803554883
1685,167010.66083247875
1686,166289.67006454067
1687,160069.2938256057
1688,183287.97630073398
1689,186991.06292170964
1690,190454.03695910826
1691,178386.06368649396
1692,245276.8042174374
1693,167131.25259990216
1694,181402.36761025578
1695,162185.02031775538
1696,275756.0741113584
1697,169139.04601038602
1698,343118.7506187233
1699,301577.9525021525
1700,254257.04041862855
1701,273628.0002657716
1702,240845.5016466236
1703,232006.33718040894
1704,266288.6742075663
1705,220792.036308365
1706,402561.92913736927
1707,213301.1585413879
1708,209407.7915826832
1709,266689.21288246353
1710,231127.13791299515
1711,273097.2639522087
1712,258912.8978923752
1713,296405.98153353395
1714,226392.86320446263
1715,212292.68083155973
1716,182035.50311988068
1717,171270.42922591892
1718,134764.01017639463
1719,205695.16615849553
1720,236738.7127475263
1721,152145.4090769495
1722,118489.50965948834
1723,151157.1196432589
1724,194554.10850696682
1725,232047.79916348634
1726,180801.3387906861
1727,150481.71428146362
1728,157485.60403577366
1729,161553.68588609333
1730,153763.25588632224
1731,114619.94047104444
1732,130287.12496629822
1733,110399.81759952864
1734,124950.5776463185
1735,117239.3011275881
1736,105010.25856662712
1737,304922.19550590985
1738,258962.52919590555
1739,221371.67979623505
1740,220839.78112076278
1741,202123.99036110344
1742,171074.8048128211
1743,174634.0183821145
1744,361732.5099335803
1745,214467.27191370438
1746,168914.59889184337
1747,214036.81715558007
1748,217464.6392463046
1749,138642.30546781822
1750,120876.2480480711
1751,242825.42078564758
1752,112943.05702238559
1753,151479.55843060618
1754,193879.20483663998
1755,173202.96340187872
1756,126814.78211226479
1757,118817.84150391247
1758,141955.77637841558
1759,158647.97917090906
1760,154089.2847249164
1761,149847.45270545152
1762,176984.15316476766
1763,176505.5859175261
1764,111674.16146876759
1765,144260.42536051248
1766,192334.85032393225
1767,237962.64169841394
1768,140199.55199622374
1769,164101.94586434116
1770,151068.3562099973
1771,116293.61240935921
1772,138854.87043237276
1773,117195.60888937082
1774,137496.53630994906
1775,135246.4433766824
1776,124082.75295516186
1777,104544.933296819
1778,142224.54338002598
1779,163082.0812767417
1780,162178.87451279283
1781,120684.3764399822
1782,89365.68167363195
1783,138534.63638975026
1784,122526.05066407993
1785,132275.61880611425
1786,139979.7261690193
1787,151111.80539673683
1788,65325.933008741056
1789,95029.82279529315
1790,85664.75297568511
1791,183990.3880595434
1792,166177.87102568086
1793,127006.52274494237
1794,155179.10874979166
1795,137624.03686321643
1796,135922.97691124512
1797,104140.2400548499
1798,122565.84761517173
1799,104448.62963720356
1800,126477.57768349595
1801,126929.16107932804
1802,122075.71126550811
1803,144779.0316090984
1804,132529.53854674622
1805,127923.22333140239
1806,110902.14865481843
1807,133150.8518742822
1808,121557.4349337075
1809,129132.48139243385
1810,138300.14906403466
1811,98655.9455037838
1812,105414.631633162
1813,126090.21111963817
1814,103940.16980201492
1815,59733.37296377901
1816,103630.20934986809
1817,118055.28302948721
1818,156986.35937566627
1819,138718.98864656914
1820,49512.913846858006
1821,99926.477056298
1822,147904.58930862078
1823,43693.07747033691
1824,118344.90665096084
1825,152174.95287840412
1826,113574.75553097215
1827,104728.66733706693
1828,129575.72123024006
1829,104842.56131123382
1830,138316.6183231714
1831,150834.87718631502
1832,71461.06927826618
1833,135277.89535662398
1834,119541.7234115181
1835,124467.87514768088
1836,118416.25081793104
1837,85722.30902715307
1838,119916.29925103196
1839,110046.45179154782
1840,152021.9249710847
1841,122752.79938185729
1842,99309.42463075626
1843,130752.72347176204
1844,133125.8897722344
1845,138975.46897676916
1846,158495.64015753943
1847,171764.2622387703
1848,61097.36699766714
1849,99802.2845196135
1850,113748.07338845351
1851,149055.47314018055
